8487,N12,N163,ADAMBAKKAM,ADAMBAKKAM,RAMAKRISHNAPURAM 1ST STREET,S_W163_001,12.990393,80.203564,80.2035645,12.9903925,Full
8488,N12,N163,ADAMBAKKAM,ADAMBAKKAM,PARTHASARATHI NAGAR 7TH STREET,S_W163_001,12.987599,80.200963,80.2009635,12.987599,Empty
8489,N12,N163,ADAMBAKKAM,ADAMBAKKAM,NERUPPU MEDAI,S_W163_001,12.995639,80.202498,80.202498,12.9956385,Full
8490,N12,N163,ADAMBAKKAM,ADAMBAKKAM,SHANTHI NAGAR 9TH STREET,S_W163_001,12.986529,80.199819,80.1998193,12.9865287,Half Full
8491,N12,N163,ADAMBAKKAM,ADAMBAKKAM,SHANTHI NAGAR 7TH STREET,S_W163_001,12.985073,80.199015,80.1990151,12.9850734,Full
8492,N12,N163,ADAMBAKKAM,ADAMBAKKAM,BALAKRISHNAPURAM MAIN ROAD,S_W163_001,12.992821,80.204686,80.2046865,12.992821,Empty
8493,N12,N163,ADAMBAKKAM,ADAMBAKKAM,BALAKRISHNAPURAM MAIN ROAD,S_W163_002,12.992885,80.204632,80.2046325,12.9928849,Full
8494,N12,N163,ADAMBAKKAM,ADAMBAKKAM,MEDAVAKKAM MAIN ROAD,S_W163_001,12.983848,80.197,80.1970001,12.9838478,Half Full
8495,N12,N163,ADAMBAKKAM,ADAMBAKKAM,MEDAVAKKAM MAIN ROAD,S_W163_002,12.987962,80.197609,80.1976088,12.9879616,Full
8496,N12,N163,ADAMBAKKAM,ADAMBAKKAM,MEDAVAKKAM MAIN ROAD,S_W163_003,12.990564,80.198419,80.1984188,12.9905638,Full
8497,N12,N163,ADAMBAKKAM,ADAMBAKKAM,EAST KARIKALAN 1ST STREET,S_W163_001,12.993531,80.200761,80.2007605,12.9935312,Full
8498,N12,N163,ADAMBAKKAM,ADAMBAKKAM,EAST KARIKALAN 1ST STREET,S_W163_002,12.993553,80.200682,80.2006822,12.9935527,Empty
8499,N12,N163,ADAMBAKKAM,ADAMBAKKAM,PAZHANDIAMMAN KOIL STREET,S_W163_001,12.995099,80.202487,80.2024873,12.9950989,Full
8500,N12,N163,ADAMBAKKAM,ADAMBAKKAM,SHANTHI NAGAR MAIN ROAD,S_W163_001,12.988276,80.199287,80.1992873,12.9882764,Full
8501,N12,N163,ADAMBAKKAM,ADAMBAKKAM,SHANTHI NAGAR MAIN ROAD,S_W163_003,12.988206,80.199299,80.199299,12.9882061,Full
8502,N12,N163,ADAMBAKKAM,ADAMBAKKAM,SHANTHI NAGAR MAIN ROAD,S_W163_003,12.988418,80.198113,80.1981132,12.9884179,Empty
8503,N12,N163,ADAMBAKKAM,ADAMBAKKAM,BALAKRISHNAPURAM 1ST STREET,S_W163_001,12.992862,80.205218,80.2052181,12.9928618,Full
8504,N12,N163,ADAMBAKKAM,ADAMBAKKAM,YADHAVAL STREET,S_W163_001,12.99426,80.203482,80.2034821,12.9942605,Full
8505,N12,N163,ADAMBAKKAM,ADAMBAKKAM,MASTAN GORI STREET,S_W163_001,12.989959,80.20246,80.2024598,12.9899587,Half Full
8423,N12,N161,ADAMBAKKAM,ADAMBAKKAM,MASTAN GORI STREET,S_W161_001,12.993761,80.200069,80.2000694,12.9937612,Full
8424,N12,N161,ADAMBAKKAM,ADAMBAKKAM,MASTAN GORI STREET,S_W161_002,12.993225,80.202772,80.2027724,12.9932252,Empty
8425,N12,N161,ADAMBAKKAM,ADAMBAKKAM,MASTAN GORI STREET,S_W161_003,12.994397,80.203167,80.203167,12.9943969,Full
8426,N12,N161,ADAMBAKKAM,ADAMBAKKAM,MASTAN GORI STREET,S_W161_004,12.99439,80.203185,80.203185,12.9943896,Half Full
8427,N12,N161,ADAMBAKKAM,ADAMBAKKAM,OFFICERS COLONY 1ST STREET,S_W161_001,12.995778,80.204768,80.2047676,12.9957781,Full
8428,N12,N161,ADAMBAKKAM,ADAMBAKKAM,THIRUVALLUVAR MAIN ROAD,S_W161_001,12.994954,80.203767,80.2037671,12.9949535,Empty
8429,N12,N161,ADAMBAKKAM,ADAMBAKKAM,THIRUVALLUVAR MAIN ROAD,S_W161_002,12.994995,80.203814,80.203814,12.9949952,Full
